Item	workerid	Rating	Partitive	StrengthSome	Mention	Subjecthood	Modification	Sentence	SentenceLength	Trial
6720:24	95	4	no	5.7	new	other	unmodified	really there could be, um, some scandals involved, if, you know, it wasn't people that  were really fair and le-, you know, in a legal way or something,	29	4
6720:24	224	5	no	5.7	new	other	unmodified	really there could be, um, some scandals involved, if, you know, it wasn't people that  were really fair and le-, you know, in a legal way or something,	29	4
6720:24	192	1	no	5.7	new	other	unmodified	really there could be, um, some scandals involved, if, you know, it wasn't people that  were really fair and le-, you know, in a legal way or something,	29	4
6720:24	55	1	no	5.7	new	other	unmodified	really there could be, um, some scandals involved, if, you know, it wasn't people that  were really fair and le-, you know, in a legal way or something,	29	4
6720:24	104	6	no	5.7	new	other	unmodified	really there could be, um, some scandals involved, if, you know, it wasn't people that  were really fair and le-, you know, in a legal way or something,	29	4
6720:24	118	3	no	5.7	new	other	unmodified	really there could be, um, some scandals involved, if, you know, it wasn't people that  were really fair and le-, you know, in a legal way or something,	29	4
6720:24	84	2	no	5.7	new	other	unmodified	really there could be, um, some scandals involved, if, you know, it wasn't people that  were really fair and le-, you know, in a legal way or something,	29	4
6720:24	74	1	no	5.7	new	other	unmodified	really there could be, um, some scandals involved, if, you know, it wasn't people that  were really fair and le-, you know, in a legal way or something,	29	4
134199:41	101	3	yes	5.7	med	other	modified	i think it's mostly vehicles although it does come from some of the industry of, of the gary area	19	4
134199:41	71	5	yes	5.7	med	other	modified	i think it's mostly vehicles although it does come from some of the industry of, of the gary area	19	4
134199:41	214	3	yes	5.7	med	other	modified	i think it's mostly vehicles although it does come from some of the industry of, of the gary area	19	4
134199:41	115	4	yes	5.7	med	other	modified	i think it's mostly vehicles although it does come from some of the industry of, of the gary area	19	4
134199:41	148	6	yes	5.7	med	other	modified	i think it's mostly vehicles although it does come from some of the industry of, of the gary area	19	4
134199:41	109	5	yes	5.7	med	other	modified	i think it's mostly vehicles although it does come from some of the industry of, of the gary area	19	4
134199:41	131	2	yes	5.7	med	other	modified	i think it's mostly vehicles although it does come from some of the industry of, of the gary area	19	4
134199:41	187	4	yes	5.7	med	other	modified	i think it's mostly vehicles although it does come from some of the industry of, of the gary area	19	4
134199:41	88	3	yes	5.7	med	other	modified	i think it's mostly vehicles although it does come from some of the industry of, of the gary area	19	4
134199:41	233	5	yes	5.7	med	other	modified	i think it's mostly vehicles although it does come from some of the industry of, of the gary area	19	4
71923:14	214	2	no	6.3	med	other	modified	because i work some weird hours and do some traveling.	10	4
71923:14	142	3	no	6.3	med	other	modified	because i work some weird hours and do some traveling.	10	4
71923:14	92	6	no	6.3	med	other	modified	because i work some weird hours and do some traveling.	10	4
71923:14	205	5	no	6.3	med	other	modified	because i work some weird hours and do some traveling.	10	4
71923:14	187	3	no	6.3	med	other	modified	because i work some weird hours and do some traveling.	10	4
71923:14	192	2	no	6.3	med	other	modified	because i work some weird hours and do some traveling.	10	4
71923:14	216	5	no	6.3	med	other	modified	because i work some weird hours and do some traveling.	10	4
71923:14	114	2	no	6.3	med	other	modified	because i work some weird hours and do some traveling.	10	4
71923:14	152	1	no	6.3	med	other	modified	because i work some weird hours and do some traveling.	10	4
71923:14	39	2	no	6.3	med	other	modified	because i work some weird hours and do some traveling.	10	4
103788:26	76	7	no	4	new	other	unmodified	but you know i guess to some people it 'd almost be better  to die to them than to spend life in prison or whatever	26	4
103788:26	35	6	no	4	new	other	unmodified	but you know i guess to some people it 'd almost be better  to die to them than to spend life in prison or whatever	26	4
103788:26	52	7	no	4	new	other	unmodified	but you know i guess to some people it 'd almost be better  to die to them than to spend life in prison or whatever	26	4
103788:26	191	5	no	4	new	other	unmodified	but you know i guess to some people it 'd almost be better  to die to them than to spend life in prison or whatever	26	4
103788:26	164	6	no	4	new	other	unmodified	but you know i guess to some people it 'd almost be better  to die to them than to spend life in prison or whatever	26	4
103788:26	213	7	no	4	new	other	unmodified	but you know i guess to some people it 'd almost be better  to die to them than to spend life in prison or whatever	26	4
103788:26	219	6	no	4	new	other	unmodified	but you know i guess to some people it 'd almost be better  to die to them than to spend life in prison or whatever	26	4
103788:26	113	7	no	4	new	other	unmodified	but you know i guess to some people it 'd almost be better  to die to them than to spend life in prison or whatever	26	4
103788:26	123	6	no	4	new	other	unmodified	but you know i guess to some people it 'd almost be better  to die to them than to spend life in prison or whatever	26	4
103788:26	84	7	no	4	new	other	unmodified	but you know i guess to some people it 'd almost be better  to die to them than to spend life in prison or whatever	26	4
138873:64	99	3	no	6.4	new	other	unmodified	seems to me i remember that, uh, i was hired , came in and went through some orientation	18	4
138873:64	170	1	no	6.4	new	other	unmodified	seems to me i remember that, uh, i was hired , came in and went through some orientation	18	4
138873:64	115	5	no	6.4	new	other	unmodified	seems to me i remember that, uh, i was hired , came in and went through some orientation	18	4
138873:64	103	2	no	6.4	new	other	unmodified	seems to me i remember that, uh, i was hired , came in and went through some orientation	18	4
138873:64	187	3	no	6.4	new	other	unmodified	seems to me i remember that, uh, i was hired , came in and went through some orientation	18	4
138873:64	148	1	no	6.4	new	other	unmodified	seems to me i remember that, uh, i was hired , came in and went through some orientation	18	4
138873:64	240	1	no	6.4	new	other	unmodified	seems to me i remember that, uh, i was hired , came in and went through some orientation	18	4
138873:64	78	5	no	6.4	new	other	unmodified	seems to me i remember that, uh, i was hired , came in and went through some orientation	18	4
138873:64	131	1	no	6.4	new	other	unmodified	seems to me i remember that, uh, i was hired , came in and went through some orientation	18	4
138873:64	191	2	no	6.4	new	other	unmodified	seems to me i remember that, uh, i was hired , came in and went through some orientation	18	4
46965:16	88	1	no	5	new	other	modified	but supposedly they have some real wood built in to like the clutch and all this and the steering wheel,	20	4
46965:16	144	2	no	5	new	other	modified	but supposedly they have some real wood built in to like the clutch and all this and the steering wheel,	20	4
46965:16	187	3	no	5	new	other	modified	but supposedly they have some real wood built in to like the clutch and all this and the steering wheel,	20	4
46965:16	93	4	no	5	new	other	modified	but supposedly they have some real wood built in to like the clutch and all this and the steering wheel,	20	4
46965:16	116	1	no	5	new	other	modified	but supposedly they have some real wood built in to like the clutch and all this and the steering wheel,	20	4
46965:16	135	6	no	5	new	other	modified	but supposedly they have some real wood built in to like the clutch and all this and the steering wheel,	20	4
46965:16	95	3	no	5	new	other	modified	but supposedly they have some real wood built in to like the clutch and all this and the steering wheel,	20	4
46965:16	131	6	no	5	new	other	modified	but supposedly they have some real wood built in to like the clutch and all this and the steering wheel,	20	4
46965:16	90	2	no	5	new	other	modified	but supposedly they have some real wood built in to like the clutch and all this and the steering wheel,	20	4
46965:16	104	7	no	5	new	other	modified	but supposedly they have some real wood built in to like the clutch and all this and the steering wheel,	20	4
121757:84	187	2	no	5.8	new	other	unmodified	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with  with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips  around and peanuts.	59	4
121757:84	191	3	no	5.8	new	other	unmodified	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with  with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips  around and peanuts.	59	4
121757:84	83	2	no	5.8	new	other	unmodified	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with  with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips  around and peanuts.	59	4
121757:84	148	5	no	5.8	new	other	unmodified	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with  with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips  around and peanuts.	59	4
121757:84	216	2	no	5.8	new	other	unmodified	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with  with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips  around and peanuts.	59	4
121757:84	192	1	no	5.8	new	other	unmodified	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with  with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips  around and peanuts.	59	4
121757:84	141	1	no	5.8	new	other	unmodified	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with  with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips  around and peanuts.	59	4
121757:84	72	2	no	5.8	new	other	unmodified	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with  with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips  around and peanuts.	59	4
121757:84	199	1	no	5.8	new	other	unmodified	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with  with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips  around and peanuts.	59	4
121757:84	103	2	no	5.8	new	other	unmodified	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with  with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips  around and peanuts.	59	4
141886:24	91	5	no	4.9	med	other	unmodified	you know, i mean, some topics,	6	4
141886:24	56	7	no	4.9	med	other	unmodified	you know, i mean, some topics,	6	4
141886:24	88	1	no	4.9	med	other	unmodified	you know, i mean, some topics,	6	4
141886:24	103	7	no	4.9	med	other	unmodified	you know, i mean, some topics,	6	4
141886:24	113	2	no	4.9	med	other	unmodified	you know, i mean, some topics,	6	4
141886:24	215	1	no	4.9	med	other	unmodified	you know, i mean, some topics,	6	4
141886:24	120	5	no	4.9	med	other	unmodified	you know, i mean, some topics,	6	4
141886:24	117	7	no	4.9	med	other	unmodified	you know, i mean, some topics,	6	4
141886:24	50	7	no	4.9	med	other	unmodified	you know, i mean, some topics,	6	4
141886:24	121	1	no	4.9	med	other	unmodified	you know, i mean, some topics,	6	4
126632:62	103	1	no	6.6	med	other	unmodified	sometimes i wish we'd help them out instead of  going all across the world, and helping some countries i never even heard of .	25	4
126632:62	226	2	no	6.6	med	other	unmodified	sometimes i wish we'd help them out instead of  going all across the world, and helping some countries i never even heard of .	25	4
126632:62	187	4	no	6.6	med	other	unmodified	sometimes i wish we'd help them out instead of  going all across the world, and helping some countries i never even heard of .	25	4
126632:62	231	2	no	6.6	med	other	unmodified	sometimes i wish we'd help them out instead of  going all across the world, and helping some countries i never even heard of .	25	4
126632:62	95	5	no	6.6	med	other	unmodified	sometimes i wish we'd help them out instead of  going all across the world, and helping some countries i never even heard of .	25	4
126632:62	214	5	no	6.6	med	other	unmodified	sometimes i wish we'd help them out instead of  going all across the world, and helping some countries i never even heard of .	25	4
126632:62	56	7	no	6.6	med	other	unmodified	sometimes i wish we'd help them out instead of  going all across the world, and helping some countries i never even heard of .	25	4
126632:62	168	3	no	6.6	med	other	unmodified	sometimes i wish we'd help them out instead of  going all across the world, and helping some countries i never even heard of .	25	4
126632:62	192	4	no	6.6	med	other	unmodified	sometimes i wish we'd help them out instead of  going all across the world, and helping some countries i never even heard of .	25	4
126632:62	136	4	no	6.6	med	other	unmodified	sometimes i wish we'd help them out instead of  going all across the world, and helping some countries i never even heard of .	25	4
164368:12	211	7	no	4	med	other	unmodified	well, for some things.	4	4
164368:12	86	7	no	4	med	other	unmodified	well, for some things.	4	4
164368:12	145	5	no	4	med	other	unmodified	well, for some things.	4	4
164368:12	199	7	no	4	med	other	unmodified	well, for some things.	4	4
164368:12	187	7	no	4	med	other	unmodified	well, for some things.	4	4
164368:12	241	7	no	4	med	other	unmodified	well, for some things.	4	4
164368:12	206	7	no	4	med	other	unmodified	well, for some things.	4	4
164368:12	242	7	no	4	med	other	unmodified	well, for some things.	4	4
164368:12	153	7	no	4	med	other	unmodified	well, for some things.	4	4
164368:12	68	7	no	4	med	other	unmodified	well, for some things.	4	4
146901:15	94	2	no	6.6	new	other	unmodified	because i had some appointments at the office  today, some interviews	12	4
146901:15	77	1	no	6.6	new	other	unmodified	because i had some appointments at the office  today, some interviews	12	4
146901:15	196	3	no	6.6	new	other	unmodified	because i had some appointments at the office  today, some interviews	12	4
146901:15	183	2	no	6.6	new	other	unmodified	because i had some appointments at the office  today, some interviews	12	4
146901:15	157	1	no	6.6	new	other	unmodified	because i had some appointments at the office  today, some interviews	12	4
146901:15	132	3	no	6.6	new	other	unmodified	because i had some appointments at the office  today, some interviews	12	4
146901:15	193	1	no	6.6	new	other	unmodified	because i had some appointments at the office  today, some interviews	12	4
146901:15	113	1	no	6.6	new	other	unmodified	because i had some appointments at the office  today, some interviews	12	4
146901:15	88	1	no	6.6	new	other	unmodified	because i had some appointments at the office  today, some interviews	12	4
146901:15	187	2	no	6.6	new	other	unmodified	because i had some appointments at the office  today, some interviews	12	4
153747:33	52	7	no	4.4	new	subject	modified	i guess, i guess some forms of guns should probably be controlled	12	4
153747:33	56	7	no	4.4	new	subject	modified	i guess, i guess some forms of guns should probably be controlled	12	4
153747:33	115	7	no	4.4	new	subject	modified	i guess, i guess some forms of guns should probably be controlled	12	4
153747:33	192	7	no	4.4	new	subject	modified	i guess, i guess some forms of guns should probably be controlled	12	4
153747:33	60	2	no	4.4	new	subject	modified	i guess, i guess some forms of guns should probably be controlled	12	4
153747:33	84	2	no	4.4	new	subject	modified	i guess, i guess some forms of guns should probably be controlled	12	4
153747:33	70	3	no	4.4	new	subject	modified	i guess, i guess some forms of guns should probably be controlled	12	4
153747:33	191	5	no	4.4	new	subject	modified	i guess, i guess some forms of guns should probably be controlled	12	4
153747:33	55	5	no	4.4	new	subject	modified	i guess, i guess some forms of guns should probably be controlled	12	4
153747:33	121	7	no	4.4	new	subject	modified	i guess, i guess some forms of guns should probably be controlled	12	4
59652:37	192	1	no	6.4	new	other	unmodified	and if he had an automatic weapon could he really be raising some problems.	14	4
59652:37	71	5	no	6.4	new	other	unmodified	and if he had an automatic weapon could he really be raising some problems.	14	4
59652:37	187	3	no	6.4	new	other	unmodified	and if he had an automatic weapon could he really be raising some problems.	14	4
59652:37	146	1	no	6.4	new	other	unmodified	and if he had an automatic weapon could he really be raising some problems.	14	4
59652:37	202	1	no	6.4	new	other	unmodified	and if he had an automatic weapon could he really be raising some problems.	14	4
59652:37	143	2	no	6.4	new	other	unmodified	and if he had an automatic weapon could he really be raising some problems.	14	4
59652:37	182	1	no	6.4	new	other	unmodified	and if he had an automatic weapon could he really be raising some problems.	14	4
59652:37	134	7	no	6.4	new	other	unmodified	and if he had an automatic weapon could he really be raising some problems.	14	4
59652:37	180	2	no	6.4	new	other	unmodified	and if he had an automatic weapon could he really be raising some problems.	14	4
59652:37	176	4	no	6.4	new	other	unmodified	and if he had an automatic weapon could he really be raising some problems.	14	4
92531:11	108	3	no	6	med	other	unmodified	there were some people at the next table who  spoke english,	12	4
92531:11	113	6	no	6	med	other	unmodified	there were some people at the next table who  spoke english,	12	4
92531:11	88	6	no	6	med	other	unmodified	there were some people at the next table who  spoke english,	12	4
92531:11	214	3	no	6	med	other	unmodified	there were some people at the next table who  spoke english,	12	4
92531:11	241	7	no	6	med	other	unmodified	there were some people at the next table who  spoke english,	12	4
92531:11	60	1	no	6	med	other	unmodified	there were some people at the next table who  spoke english,	12	4
92531:11	199	5	no	6	med	other	unmodified	there were some people at the next table who  spoke english,	12	4
92531:11	131	6	no	6	med	other	unmodified	there were some people at the next table who  spoke english,	12	4
92531:11	51	6	no	6	med	other	unmodified	there were some people at the next table who  spoke english,	12	4
92531:11	195	5	no	6	med	other	unmodified	there were some people at the next table who  spoke english,	12	4
99256:22	187	4	yes	5.5	med	other	modified	and you can see in some of the departments in some of the schools, like history at clark, they're all pretty fancy.	22	4
99256:22	145	6	yes	5.5	med	other	modified	and you can see in some of the departments in some of the schools, like history at clark, they're all pretty fancy.	22	4
99256:22	223	7	yes	5.5	med	other	modified	and you can see in some of the departments in some of the schools, like history at clark, they're all pretty fancy.	22	4
99256:22	106	6	yes	5.5	med	other	modified	and you can see in some of the departments in some of the schools, like history at clark, they're all pretty fancy.	22	4
99256:22	149	2	yes	5.5	med	other	modified	and you can see in some of the departments in some of the schools, like history at clark, they're all pretty fancy.	22	4
99256:22	77	2	yes	5.5	med	other	modified	and you can see in some of the departments in some of the schools, like history at clark, they're all pretty fancy.	22	4
99256:22	237	7	yes	5.5	med	other	modified	and you can see in some of the departments in some of the schools, like history at clark, they're all pretty fancy.	22	4
99256:22	34	6	yes	5.5	med	other	modified	and you can see in some of the departments in some of the schools, like history at clark, they're all pretty fancy.	22	4
99256:22	136	5	yes	5.5	med	other	modified	and you can see in some of the departments in some of the schools, like history at clark, they're all pretty fancy.	22	4
99256:22	162	3	yes	5.5	med	other	modified	and you can see in some of the departments in some of the schools, like history at clark, they're all pretty fancy.	22	4
99637:89	54	2	no	6.1	new	other	modified	and i'm, you know, showing them if you're strong in math and science, kiddos, this is one area where women can make some decent money . you know.	28	4
99637:89	41	2	no	6.1	new	other	modified	and i'm, you know, showing them if you're strong in math and science, kiddos, this is one area where women can make some decent money . you know.	28	4
99637:89	127	1	no	6.1	new	other	modified	and i'm, you know, showing them if you're strong in math and science, kiddos, this is one area where women can make some decent money . you know.	28	4
99637:89	102	2	no	6.1	new	other	modified	and i'm, you know, showing them if you're strong in math and science, kiddos, this is one area where women can make some decent money . you know.	28	4
99637:89	90	1	no	6.1	new	other	modified	and i'm, you know, showing them if you're strong in math and science, kiddos, this is one area where women can make some decent money . you know.	28	4
99637:89	103	1	no	6.1	new	other	modified	and i'm, you know, showing them if you're strong in math and science, kiddos, this is one area where women can make some decent money . you know.	28	4
99637:89	187	1	no	6.1	new	other	modified	and i'm, you know, showing them if you're strong in math and science, kiddos, this is one area where women can make some decent money . you know.	28	4
99637:89	164	2	no	6.1	new	other	modified	and i'm, you know, showing them if you're strong in math and science, kiddos, this is one area where women can make some decent money . you know.	28	4
99637:89	123	2	no	6.1	new	other	modified	and i'm, you know, showing them if you're strong in math and science, kiddos, this is one area where women can make some decent money . you know.	28	4
99637:89	84	1	no	6.1	new	other	modified	and i'm, you know, showing them if you're strong in math and science, kiddos, this is one area where women can make some decent money . you know.	28	4
71222:34	46	3	no	6.3	new	other	unmodified	to g-, to give you some perspective, this, this town that i had lived in  for sometime in nineteen eighty-three was funded  sixty-five per cent by state funds.	30	4
71222:34	187	1	no	6.3	new	other	unmodified	to g-, to give you some perspective, this, this town that i had lived in  for sometime in nineteen eighty-three was funded  sixty-five per cent by state funds.	30	4
71222:34	136	1	no	6.3	new	other	unmodified	to g-, to give you some perspective, this, this town that i had lived in  for sometime in nineteen eighty-three was funded  sixty-five per cent by state funds.	30	4
71222:34	214	3	no	6.3	new	other	unmodified	to g-, to give you some perspective, this, this town that i had lived in  for sometime in nineteen eighty-three was funded  sixty-five per cent by state funds.	30	4
71222:34	199	3	no	6.3	new	other	unmodified	to g-, to give you some perspective, this, this town that i had lived in  for sometime in nineteen eighty-three was funded  sixty-five per cent by state funds.	30	4
71222:34	143	1	no	6.3	new	other	unmodified	to g-, to give you some perspective, this, this town that i had lived in  for sometime in nineteen eighty-three was funded  sixty-five per cent by state funds.	30	4
71222:34	72	2	no	6.3	new	other	unmodified	to g-, to give you some perspective, this, this town that i had lived in  for sometime in nineteen eighty-three was funded  sixty-five per cent by state funds.	30	4
71222:34	113	1	no	6.3	new	other	unmodified	to g-, to give you some perspective, this, this town that i had lived in  for sometime in nineteen eighty-three was funded  sixty-five per cent by state funds.	30	4
71222:34	67	2	no	6.3	new	other	unmodified	to g-, to give you some perspective, this, this town that i had lived in  for sometime in nineteen eighty-three was funded  sixty-five per cent by state funds.	30	4
71222:34	122	3	no	6.3	new	other	unmodified	to g-, to give you some perspective, this, this town that i had lived in  for sometime in nineteen eighty-three was funded  sixty-five per cent by state funds.	30	4
44033:5	187	3	yes	4.1	new	subject	modified	some of the home builders are,	6	4
44033:5	199	7	yes	4.1	new	subject	modified	some of the home builders are,	6	4
44033:5	182	5	yes	4.1	new	subject	modified	some of the home builders are,	6	4
44033:5	214	5	yes	4.1	new	subject	modified	some of the home builders are,	6	4
44033:5	131	7	yes	4.1	new	subject	modified	some of the home builders are,	6	4
44033:5	207	5	yes	4.1	new	subject	modified	some of the home builders are,	6	4
44033:5	159	7	yes	4.1	new	subject	modified	some of the home builders are,	6	4
44033:5	136	6	yes	4.1	new	subject	modified	some of the home builders are,	6	4
44033:5	113	4	yes	4.1	new	subject	modified	some of the home builders are,	6	4
44033:5	165	3	yes	4.1	new	subject	modified	some of the home builders are,	6	4
89480:63	146	1	no	6.6	new	other	unmodified	they say if you really want  to be, uh, you really want some suspense, that's the one to see .	21	4
89480:63	187	2	no	6.6	new	other	unmodified	they say if you really want  to be, uh, you really want some suspense, that's the one to see .	21	4
89480:63	193	1	no	6.6	new	other	unmodified	they say if you really want  to be, uh, you really want some suspense, that's the one to see .	21	4
89480:63	151	2	no	6.6	new	other	unmodified	they say if you really want  to be, uh, you really want some suspense, that's the one to see .	21	4
89480:63	52	3	no	6.6	new	other	unmodified	they say if you really want  to be, uh, you really want some suspense, that's the one to see .	21	4
89480:63	35	3	no	6.6	new	other	unmodified	they say if you really want  to be, uh, you really want some suspense, that's the one to see .	21	4
89480:63	103	2	no	6.6	new	other	unmodified	they say if you really want  to be, uh, you really want some suspense, that's the one to see .	21	4
89480:63	109	2	no	6.6	new	other	unmodified	they say if you really want  to be, uh, you really want some suspense, that's the one to see .	21	4
89480:63	113	1	no	6.6	new	other	unmodified	they say if you really want  to be, uh, you really want some suspense, that's the one to see .	21	4
89480:63	191	3	no	6.6	new	other	unmodified	they say if you really want  to be, uh, you really want some suspense, that's the one to see .	21	4
72128:34	192	4	yes	5.8	med	subject	modified	the, uh, the, some of the nautilus equipment that i started  seeing  at the one that we used  to go to  was really interesting,	28	4
72128:34	169	7	yes	5.8	med	subject	modified	the, uh, the, some of the nautilus equipment that i started  seeing  at the one that we used  to go to  was really interesting,	28	4
72128:34	61	5	yes	5.8	med	subject	modified	the, uh, the, some of the nautilus equipment that i started  seeing  at the one that we used  to go to  was really interesting,	28	4
72128:34	187	5	yes	5.8	med	subject	modified	the, uh, the, some of the nautilus equipment that i started  seeing  at the one that we used  to go to  was really interesting,	28	4
72128:34	172	6	yes	5.8	med	subject	modified	the, uh, the, some of the nautilus equipment that i started  seeing  at the one that we used  to go to  was really interesting,	28	4
72128:34	228	4	yes	5.8	med	subject	modified	the, uh, the, some of the nautilus equipment that i started  seeing  at the one that we used  to go to  was really interesting,	28	4
72128:34	98	5	yes	5.8	med	subject	modified	the, uh, the, some of the nautilus equipment that i started  seeing  at the one that we used  to go to  was really interesting,	28	4
72128:34	191	5	yes	5.8	med	subject	modified	the, uh, the, some of the nautilus equipment that i started  seeing  at the one that we used  to go to  was really interesting,	28	4
72128:34	147	4	yes	5.8	med	subject	modified	the, uh, the, some of the nautilus equipment that i started  seeing  at the one that we used  to go to  was really interesting,	28	4
72128:34	199	7	yes	5.8	med	subject	modified	the, uh, the, some of the nautilus equipment that i started  seeing  at the one that we used  to go to  was really interesting,	28	4
99356:32	94	3	yes	2.6	med	other	modified	and, and it's not at some of the private schools,	10	4
99356:32	105	1	yes	2.6	med	other	modified	and, and it's not at some of the private schools,	10	4
99356:32	103	6	yes	2.6	med	other	modified	and, and it's not at some of the private schools,	10	4
99356:32	199	7	yes	2.6	med	other	modified	and, and it's not at some of the private schools,	10	4
99356:32	160	7	yes	2.6	med	other	modified	and, and it's not at some of the private schools,	10	4
99356:32	156	2	yes	2.6	med	other	modified	and, and it's not at some of the private schools,	10	4
99356:32	169	1	yes	2.6	med	other	modified	and, and it's not at some of the private schools,	10	4
99356:32	158	5	yes	2.6	med	other	modified	and, and it's not at some of the private schools,	10	4
99356:32	187	7	yes	2.6	med	other	modified	and, and it's not at some of the private schools,	10	4
99356:32	164	5	yes	2.6	med	other	modified	and, and it's not at some of the private schools,	10	4
134420:23	184	3	no	6.6	med	other	modified	we put up some hummingbird feeders and some bird feeders.	10	4
134420:23	227	7	no	6.6	med	other	modified	we put up some hummingbird feeders and some bird feeders.	10	4
134420:23	169	2	no	6.6	med	other	modified	we put up some hummingbird feeders and some bird feeders.	10	4
134420:23	37	2	no	6.6	med	other	modified	we put up some hummingbird feeders and some bird feeders.	10	4
134420:23	187	7	no	6.6	med	other	modified	we put up some hummingbird feeders and some bird feeders.	10	4
134420:23	166	1	no	6.6	med	other	modified	we put up some hummingbird feeders and some bird feeders.	10	4
134420:23	103	2	no	6.6	med	other	modified	we put up some hummingbird feeders and some bird feeders.	10	4
134420:23	115	3	no	6.6	med	other	modified	we put up some hummingbird feeders and some bird feeders.	10	4
134420:23	199	3	no	6.6	med	other	modified	we put up some hummingbird feeders and some bird feeders.	10	4
134420:23	234	2	no	6.6	med	other	modified	we put up some hummingbird feeders and some bird feeders.	10	4
131277:37	211	3	no	5.8	new	other	unmodified	so, uh, it  would be kind of exciting in some ways to, to see a little bit more of that	21	4
131277:37	212	1	no	5.8	new	other	unmodified	so, uh, it  would be kind of exciting in some ways to, to see a little bit more of that	21	4
131277:37	187	2	no	5.8	new	other	unmodified	so, uh, it  would be kind of exciting in some ways to, to see a little bit more of that	21	4
131277:37	103	2	no	5.8	new	other	unmodified	so, uh, it  would be kind of exciting in some ways to, to see a little bit more of that	21	4
131277:37	158	2	no	5.8	new	other	unmodified	so, uh, it  would be kind of exciting in some ways to, to see a little bit more of that	21	4
131277:37	232	2	no	5.8	new	other	unmodified	so, uh, it  would be kind of exciting in some ways to, to see a little bit more of that	21	4
131277:37	192	2	no	5.8	new	other	unmodified	so, uh, it  would be kind of exciting in some ways to, to see a little bit more of that	21	4
131277:37	88	6	no	5.8	new	other	unmodified	so, uh, it  would be kind of exciting in some ways to, to see a little bit more of that	21	4
131277:37	186	2	no	5.8	new	other	unmodified	so, uh, it  would be kind of exciting in some ways to, to see a little bit more of that	21	4
131277:37	102	3	no	5.8	new	other	unmodified	so, uh, it  would be kind of exciting in some ways to, to see a little bit more of that	21	4
55219:110	187	3	yes	5.5	med	other	modified	and my reasons are based  upon not only from what i read  in the newspapers, what i see  on the newspapers, but up against some of the, fun and exciting things i ran into  during my six years as a soldier in the fifth special forces group.	51	4
55219:110	139	5	yes	5.5	med	other	modified	and my reasons are based  upon not only from what i read  in the newspapers, what i see  on the newspapers, but up against some of the, fun and exciting things i ran into  during my six years as a soldier in the fifth special forces group.	51	4
55219:110	86	7	yes	5.5	med	other	modified	and my reasons are based  upon not only from what i read  in the newspapers, what i see  on the newspapers, but up against some of the, fun and exciting things i ran into  during my six years as a soldier in the fifth special forces group.	51	4
55219:110	210	7	yes	5.5	med	other	modified	and my reasons are based  upon not only from what i read  in the newspapers, what i see  on the newspapers, but up against some of the, fun and exciting things i ran into  during my six years as a soldier in the fifth special forces group.	51	4
55219:110	223	4	yes	5.5	med	other	modified	and my reasons are based  upon not only from what i read  in the newspapers, what i see  on the newspapers, but up against some of the, fun and exciting things i ran into  during my six years as a soldier in the fifth special forces group.	51	4
55219:110	165	3	yes	5.5	med	other	modified	and my reasons are based  upon not only from what i read  in the newspapers, what i see  on the newspapers, but up against some of the, fun and exciting things i ran into  during my six years as a soldier in the fifth special forces group.	51	4
55219:110	143	6	yes	5.5	med	other	modified	and my reasons are based  upon not only from what i read  in the newspapers, what i see  on the newspapers, but up against some of the, fun and exciting things i ran into  during my six years as a soldier in the fifth special forces group.	51	4
