Time,Participant,Condition,Item,Response.orig,Response,RT,Weaker,Stronger,Sentence frame,scalar_construction,scalar_construction_prefix
1615670381,c990467380156c81e13f3f24f7d03cac,ESI,50,No.,0,5525,tired,exhausted,The worker is tired.,"The worker is tired, but not exhausted.","The worker is tired, but not "
1615670470,f6c69fed535edb9c17b53ed006f9ee6e,ESI,50,No.,0,3656,tired,exhausted,The worker is tired.,"The worker is tired, but not exhausted.","The worker is tired, but not "
1615670475,8846abd3699fa6ac62b79f57605c63a2,ESI,50,No.,0,6431,tired,exhausted,The worker is tired.,"The worker is tired, but not exhausted.","The worker is tired, but not "
1615670693,9aaca64782b1454fa11c95dcf7c182b3,ESI,50,No.,0,6565,tired,exhausted,The worker is tired.,"The worker is tired, but not exhausted.","The worker is tired, but not "
1615670805,db610f73c53e8a3eb5cf2c3478a83f92,ESI,50,No.,0,1752,tired,exhausted,The worker is tired.,"The worker is tired, but not exhausted.","The worker is tired, but not "
1615670872,b3f6e1489b9ca394a6d041b6580ce795,ESI,50,No.,0,3233,tired,exhausted,The worker is tired.,"The worker is tired, but not exhausted.","The worker is tired, but not "
1615670877,2279048d0f20208c66d6ebf3e0c3f214,ESI,50,No.,0,7441,tired,exhausted,The worker is tired.,"The worker is tired, but not exhausted.","The worker is tired, but not "
1615670975,3e059dc6361b6f3084cb5f3212cb4419,ESI,50,No.,0,38842,tired,exhausted,The worker is tired.,"The worker is tired, but not exhausted.","The worker is tired, but not "
1615671098,0d0b3abbe352b34aa59b4a5ef6b5dd67,ESI,50,No.,0,54499,tired,exhausted,The worker is tired.,"The worker is tired, but not exhausted.","The worker is tired, but not "
1615671153,4895f0fd9638cd53916a306dacc78ad9,ESI,50,No.,0,4635,tired,exhausted,The worker is tired.,"The worker is tired, but not exhausted.","The worker is tired, but not "
1615671237,45e427b66eed558aeb3a082711b42602,ESI,50,No.,0,7366,tired,exhausted,The worker is tired.,"The worker is tired, but not exhausted.","The worker is tired, but not "
1615672074,7fd614b6f584d6d57b894acb1d752df2,ESI,50,No.,0,5609,tired,exhausted,The worker is tired.,"The worker is tired, but not exhausted.","The worker is tired, but not "
1615672780,745f487ece4b604ffc7f190fed2dfe56,ESI,50,No.,0,5615,tired,exhausted,The worker is tired.,"The worker is tired, but not exhausted.","The worker is tired, but not "
1615673131,282c2204b26e19c4d725dbf4191d8355,ESI,50,No.,0,16602,tired,exhausted,The worker is tired.,"The worker is tired, but not exhausted.","The worker is tired, but not "
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,51,Yes.,1,11284,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,51,No.,0,4567,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615663035,bd1fdd2adccc3a9d7a481317727ff96e,ESI,51,Yes.,1,6773,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615663245,b981462144525ca196fda66f6810f02e,ESI,51,Yes.,1,9694,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615668280,e15d0569159051f0b33deff1c830134b,ESI,51,No.,0,4055,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615668430,42b311f09b96fc344f2c6e3af4a14503,ESI,51,No.,0,5971,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615668658,f291de33e558d978a70537d0e62d483c,ESI,51,Yes.,1,6971,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615668685,be4e8d0be017435b4c23b082606a51a5,ESI,51,No.,0,4289,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615668744,e88be932185082540d96daffce2556dc,ESI,51,No.,0,4336,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1620000000,031e6385409fd8dc8abe6a3ad061c8bb,ESI,51,Yes.,1,4524,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615668970,38623486e30ff1dbd78928529537a036,ESI,51,Yes.,1,7674,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615668994,2241ca8b786deac7f57ec72f1f8bd782,ESI,51,No.,0,6749,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615669013,c882471fa5b43f3e97acb82b089c3a1b,ESI,51,Yes.,1,12858,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615669681,d66fa44744dcf7d8b83ff007d988caec,ESI,51,No.,0,2132,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615669687,5ce8c300725ae303b123f21f51304fe9,ESI,51,No.,0,4482,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615669699,63fb01b8f411c380be7e50a317b0990a,ESI,51,Yes.,1,3604,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615669765,88f1041932e3d4ee048e1477da67c432,ESI,51,Yes.,1,4778,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615669909,52f98c4e327d1934a4fc34638444a68a,ESI,51,Yes.,1,39385,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615669915,ba221f80c6be1fda45d30519339cfe97,ESI,51,No.,0,9544,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615669924,a47485926b6cabf0ff72a91afea32f53,ESI,51,Yes.,1,4930,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615669959,94ebb44774f832a31efb0eae02c17a3d,ESI,51,No.,0,4056,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615670095,7c024023336d4faca9d1d22f7d3b87a3,ESI,51,Yes.,1,5793,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615670145,b265fadeae4df674e0d98a0ce8ca0c8f,ESI,51,Yes.,1,6045,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615670155,f626705eb9bd41dbead310269fa6beeb,ESI,51,Yes.,1,6040,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615670256,3ed4b1c43f82421d2953381e687dff16,ESI,51,Yes.,1,6967,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615670373,15747ac9317be0d944d63f71361af567,ESI,51,No.,0,6196,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615670381,c990467380156c81e13f3f24f7d03cac,ESI,51,Yes.,1,15809,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615670470,f6c69fed535edb9c17b53ed006f9ee6e,ESI,51,Yes.,1,4696,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615670475,8846abd3699fa6ac62b79f57605c63a2,ESI,51,No.,0,12825,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615670693,9aaca64782b1454fa11c95dcf7c182b3,ESI,51,Yes.,1,12315,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615670805,db610f73c53e8a3eb5cf2c3478a83f92,ESI,51,Yes.,1,3277,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615670872,b3f6e1489b9ca394a6d041b6580ce795,ESI,51,Yes.,1,4446,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615670877,2279048d0f20208c66d6ebf3e0c3f214,ESI,51,Yes.,1,7621,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615670975,3e059dc6361b6f3084cb5f3212cb4419,ESI,51,Yes.,1,49450,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615671098,0d0b3abbe352b34aa59b4a5ef6b5dd67,ESI,51,Yes.,1,7840,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615671153,4895f0fd9638cd53916a306dacc78ad9,ESI,51,No.,0,9147,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615671237,45e427b66eed558aeb3a082711b42602,ESI,51,No.,0,9992,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615672074,7fd614b6f584d6d57b894acb1d752df2,ESI,51,Yes.,1,9803,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615672780,745f487ece4b604ffc7f190fed2dfe56,ESI,51,Yes.,1,7394,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615673131,282c2204b26e19c4d725dbf4191d8355,ESI,51,Yes.,1,15106,tolerate,encourage,Joey's parents tolerate dating.,"Joey's parents tolerate dating, but do not encourage it.","Joey's parents tolerate dating, but do not "
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,52,Yes.,1,6805,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,52,Yes.,1,4987,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615663035,bd1fdd2adccc3a9d7a481317727ff96e,ESI,52,No.,0,7679,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615663245,b981462144525ca196fda66f6810f02e,ESI,52,Yes.,1,4704,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615668280,e15d0569159051f0b33deff1c830134b,ESI,52,Yes.,1,3557,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615668430,42b311f09b96fc344f2c6e3af4a14503,ESI,52,Yes.,1,722,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615668658,f291de33e558d978a70537d0e62d483c,ESI,52,Yes.,1,4244,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615668685,be4e8d0be017435b4c23b082606a51a5,ESI,52,Yes.,1,4703,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615668744,e88be932185082540d96daffce2556dc,ESI,52,Yes.,1,5009,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1620000000,031e6385409fd8dc8abe6a3ad061c8bb,ESI,52,Yes.,1,3950,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615668970,38623486e30ff1dbd78928529537a036,ESI,52,Yes.,1,3603,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615668994,2241ca8b786deac7f57ec72f1f8bd782,ESI,52,Yes.,1,5484,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615669013,c882471fa5b43f3e97acb82b089c3a1b,ESI,52,No.,0,10930,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615669681,d66fa44744dcf7d8b83ff007d988caec,ESI,52,No.,0,1469,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615669687,5ce8c300725ae303b123f21f51304fe9,ESI,52,No.,0,2539,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615669699,63fb01b8f411c380be7e50a317b0990a,ESI,52,No.,0,2603,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615669765,88f1041932e3d4ee048e1477da67c432,ESI,52,Yes.,1,3850,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615669909,52f98c4e327d1934a4fc34638444a68a,ESI,52,Yes.,1,3326,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615669915,ba221f80c6be1fda45d30519339cfe97,ESI,52,Yes.,1,9627,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615669924,a47485926b6cabf0ff72a91afea32f53,ESI,52,Yes.,1,5765,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615669959,94ebb44774f832a31efb0eae02c17a3d,ESI,52,Yes.,1,5213,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615670095,7c024023336d4faca9d1d22f7d3b87a3,ESI,52,Yes.,1,9265,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615670145,b265fadeae4df674e0d98a0ce8ca0c8f,ESI,52,Yes.,1,3041,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615670155,f626705eb9bd41dbead310269fa6beeb,ESI,52,Yes.,1,3656,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615670256,3ed4b1c43f82421d2953381e687dff16,ESI,52,Yes.,1,3428,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615670373,15747ac9317be0d944d63f71361af567,ESI,52,No.,0,3566,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615670381,c990467380156c81e13f3f24f7d03cac,ESI,52,Yes.,1,7826,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615670470,f6c69fed535edb9c17b53ed006f9ee6e,ESI,52,Yes.,1,5000,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615670475,8846abd3699fa6ac62b79f57605c63a2,ESI,52,No.,0,17054,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615670693,9aaca64782b1454fa11c95dcf7c182b3,ESI,52,Yes.,1,29841,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615670805,db610f73c53e8a3eb5cf2c3478a83f92,ESI,52,Yes.,1,14052,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615670872,b3f6e1489b9ca394a6d041b6580ce795,ESI,52,Yes.,1,6222,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615670877,2279048d0f20208c66d6ebf3e0c3f214,ESI,52,Yes.,1,3217,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615670975,3e059dc6361b6f3084cb5f3212cb4419,ESI,52,No.,0,22718,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615671098,0d0b3abbe352b34aa59b4a5ef6b5dd67,ESI,52,Yes.,1,9120,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615671153,4895f0fd9638cd53916a306dacc78ad9,ESI,52,Yes.,1,5492,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615671237,45e427b66eed558aeb3a082711b42602,ESI,52,Yes.,1,6281,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615672074,7fd614b6f584d6d57b894acb1d752df2,ESI,52,Yes.,1,80607,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615672780,745f487ece4b604ffc7f190fed2dfe56,ESI,52,Yes.,1,3099,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615673131,282c2204b26e19c4d725dbf4191d8355,ESI,52,No.,0,10137,try,succeed,The candidate tried.,"The candidate tried, but did not succeed.","The candidate tried, but did not "
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,53,No.,0,2276,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,53,No.,0,2241,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615663035,bd1fdd2adccc3a9d7a481317727ff96e,ESI,53,No.,0,6962,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615663245,b981462144525ca196fda66f6810f02e,ESI,53,No.,0,4174,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615668280,e15d0569159051f0b33deff1c830134b,ESI,53,No.,0,2895,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615668430,42b311f09b96fc344f2c6e3af4a14503,ESI,53,No.,0,3122,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615668658,f291de33e558d978a70537d0e62d483c,ESI,53,No.,0,7573,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615668685,be4e8d0be017435b4c23b082606a51a5,ESI,53,No.,0,6774,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615668744,e88be932185082540d96daffce2556dc,ESI,53,No.,0,2769,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1620000000,031e6385409fd8dc8abe6a3ad061c8bb,ESI,53,No.,0,6738,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615668970,38623486e30ff1dbd78928529537a036,ESI,53,No.,0,2884,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615668994,2241ca8b786deac7f57ec72f1f8bd782,ESI,53,No.,0,3029,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615669013,c882471fa5b43f3e97acb82b089c3a1b,ESI,53,No.,0,6690,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615669681,d66fa44744dcf7d8b83ff007d988caec,ESI,53,Yes.,1,1138,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615669687,5ce8c300725ae303b123f21f51304fe9,ESI,53,No.,0,2764,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615669699,63fb01b8f411c380be7e50a317b0990a,ESI,53,No.,0,3563,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615669765,88f1041932e3d4ee048e1477da67c432,ESI,53,No.,0,6247,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615669909,52f98c4e327d1934a4fc34638444a68a,ESI,53,No.,0,5284,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615669915,ba221f80c6be1fda45d30519339cfe97,ESI,53,No.,0,9784,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615669924,a47485926b6cabf0ff72a91afea32f53,ESI,53,No.,0,4424,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615669959,94ebb44774f832a31efb0eae02c17a3d,ESI,53,No.,0,14531,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615670095,7c024023336d4faca9d1d22f7d3b87a3,ESI,53,No.,0,7385,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615670145,b265fadeae4df674e0d98a0ce8ca0c8f,ESI,53,No.,0,9921,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615670155,f626705eb9bd41dbead310269fa6beeb,ESI,53,No.,0,4955,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615670256,3ed4b1c43f82421d2953381e687dff16,ESI,53,Yes.,1,9786,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615670373,15747ac9317be0d944d63f71361af567,ESI,53,No.,0,2121,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615670381,c990467380156c81e13f3f24f7d03cac,ESI,53,No.,0,5149,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615670470,f6c69fed535edb9c17b53ed006f9ee6e,ESI,53,No.,0,3267,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615670475,8846abd3699fa6ac62b79f57605c63a2,ESI,53,No.,0,8670,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615670693,9aaca64782b1454fa11c95dcf7c182b3,ESI,53,No.,0,8377,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615670805,db610f73c53e8a3eb5cf2c3478a83f92,ESI,53,No.,0,2856,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615670872,b3f6e1489b9ca394a6d041b6580ce795,ESI,53,No.,0,4607,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615670877,2279048d0f20208c66d6ebf3e0c3f214,ESI,53,No.,0,7165,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615670975,3e059dc6361b6f3084cb5f3212cb4419,ESI,53,No.,0,66203,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615671098,0d0b3abbe352b34aa59b4a5ef6b5dd67,ESI,53,No.,0,3362,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615671153,4895f0fd9638cd53916a306dacc78ad9,ESI,53,No.,0,3865,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615671237,45e427b66eed558aeb3a082711b42602,ESI,53,No.,0,7639,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615672074,7fd614b6f584d6d57b894acb1d752df2,ESI,53,No.,0,5063,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615672780,745f487ece4b604ffc7f190fed2dfe56,ESI,53,No.,0,2799,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615673131,282c2204b26e19c4d725dbf4191d8355,ESI,53,No.,0,22514,ugly,hideous,The wallpaper is ugly.,"The wallpaper is ugly, but not hideous.","The wallpaper is ugly, but not "
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,54,No.,0,8972,understandable,articulate,Tom's interview was understandable.,"Tom's interview was understandable, but not articulate.","Tom's interview was understandable, but not "
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,54,No.,0,6250,understandable,articulate,Tom's interview was understandable.,"Tom's interview was understandable, but not articulate.","Tom's interview was understandable, but not "
1615663035,bd1fdd2adccc3a9d7a481317727ff96e,ESI,54,No.,0,10474,understandable,articulate,Tom's interview was understandable.,"Tom's interview was understandable, but not articulate.","Tom's interview was understandable, but not "
1615663245,b981462144525ca196fda66f6810f02e,ESI,54,No.,0,10107,understandable,articulate,Tom's interview was understandable.,"Tom's interview was understandable, but not articulate.","Tom's interview was understandable, but not "
1615668280,e15d0569159051f0b33deff1c830134b,ESI,54,No.,0,3053,understandable,articulate,Tom's interview was understandable.,"Tom's interview was understandable, but not articulate.","Tom's interview was understandable, but not "
1615668430,42b311f09b96fc344f2c6e3af4a14503,ESI,54,No.,0,7620,understandable,articulate,Tom's interview was understandable.,"Tom's interview was understandable, but not articulate.","Tom's interview was understandable, but not "
1615668658,f291de33e558d978a70537d0e62d483c,ESI,54,Yes.,1,7497,understandable,articulate,Tom's interview was understandable.,"Tom's interview was understandable, but not articulate.","Tom's interview was understandable, but not "
1615668685,be4e8d0be017435b4c23b082606a51a5,ESI,54,No.,0,4294,understandable,articulate,Tom's interview was understandable.,"Tom's interview was understandable, but not articulate.","Tom's interview was understandable, but not "
1615668744,e88be932185082540d96daffce2556dc,ESI,54,No.,0,4400,understandable,articulate,Tom's interview was understandable.,"Tom's interview was understandable, but not articulate.","Tom's interview was understandable, but not "
1620000000,031e6385409fd8dc8abe6a3ad061c8bb,ESI,54,No.,0,3871,understandable,articulate,Tom's interview was understandable.,"Tom's interview was understandable, but not articulate.","Tom's interview was understandable, but not "
1615668970,38623486e30ff1dbd78928529537a036,ESI,54,Yes.,1,8336,understandable,articulate,Tom's interview was understandable.,"Tom's interview was understandable, but not articulate.","Tom's interview was understandable, but not "
1615668994,2241ca8b786deac7f57ec72f1f8bd782,ESI,54,No.,0,5814,understandable,articulate,Tom's interview was understandable.,"Tom's interview was understandable, but not articulate.","Tom's interview was understandable, but not "
1615669013,c882471fa5b43f3e97acb82b089c3a1b,ESI,54,No.,0,9492,understandable,articulate,Tom's interview was understandable.,"Tom's interview was understandable, but not articulate.","Tom's interview was understandable, but not "
1615669681,d66fa44744dcf7d8b83ff007d988caec,ESI,54,No.,0,1704,understandable,articulate,Tom's interview was understandable.,"Tom's interview was understandable, but not articulate.","Tom's interview was understandable, but not "
